,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Report Number,Local Case Number,Agency Name,ACRS Report Type,Crash Date/Time,Route Type,Road Name,Cross-Street Name,Off-Road Description,Municipality,Related Non-Motorist,Collision Type,Weather,Surface Condition,Light,Traffic Control,Driver Substance Abuse,Non-Motorist Substance Abuse,Person ID,Driver At Fault,Injury Severity,Circumstance,Driver Distracted By,Drivers License State,Vehicle ID,Vehicle Damage Extent,Vehicle First Impact Location,Vehicle Body Type,Vehicle Movement,Vehicle Going Dir,Speed Limit,Driverless Vehicle,Parked Vehicle,Vehicle Year,Vehicle Make,Vehicle Model,Latitude,Longitude,Location,temperature,apparent_temperature,humidity,weather_code,precipitation,snowfall,wind_speed,wind_direction,soil_temperature,soil_moisture,sunrise,sunset,day_or_night_code
770,770,770,770,EJ7863001P,180017512,Gaithersburg Police Depar,Property Damage Crash,04/10/2018 10:18:00 AM,County,CHRISTOPHER AVE,CHRISTOPHER AVE (BACK),,GAITHERSBURG,,OTHER,CLEAR,DRY,DARK NO LIGHTS,,ALCOHOL PRESENT,,CB9975F4-DD7F-474E-B7D3-0ED5437147B3,Yes,NO APPARENT INJURY,,OTHER DISTRACTION,AL,9A96C0C6-54AB-4170-87D1-92ADC78E23AB,SUPERFICIAL,ELEVEN OCLOCK,PASSENGER CAR,MAKING RIGHT TURN,West,25,No,No,2016,TOYOTA,COROLLA,39.15864833,-77.20907167,"(39.15864833, -77.20907167)",6.0320000648498535,1.4325718879699707,52.28532028198242,1.0,0.0,0.0,14.480772972106934,304.8753967285156,6.082000255584717,0.4440000057220459,05:39:00,18:41:00,0
771,771,771,771,MCP3309000F,220005907,Montgomery County Police,Property Damage Crash,02/10/2022 06:32:00 PM,County,BELLS MILL RD,STAPLEFORD HALL DR,,,,SAME DIRECTION SIDESWIPE,CLEAR,DRY,DARK LIGHTS ON,,NONE DETECTED,,5D742664-40E5-4DF5-A230-D2812CF28281,Yes,NO APPARENT INJURY,,LOOKED BUT DID NOT SEE,MD,1BEB1D95-784D-4453-A605-78AB943FA5A4,DISABLING,ONE OCLOCK,PASSENGER CAR,MOVING CONSTANT SPEED,West,30,No,No,2019,INFINITY,Q50S,39.03549833,-77.19152,"(39.03549833, -77.19152)",5.480999946594238,1.9333009719848633,59.57484436035156,0.0,0.0,0.0,7.9932966232299805,324.1622619628906,8.531000137329102,0.4519999921321869,07:05:00,17:39:00,1
772,772,772,772,DD5520000F,15066109,ROCKVILLE,Property Damage Crash,12/25/2015 09:30:00 AM,Interstate (State),EISENHOWER MEMORIAL HWY,RAMP 1 FR IS 270 NB TO SHADY GROVE RD WB,,,,SINGLE VEHICLE,CLOUDY,WET,DAYLIGHT,,,,0430758E-7848-4DEE-A5B4-E719F6E3FF3B,Yes,NO APPARENT INJURY,"RAIN, SNOW, WET",UNKNOWN,VA,6A3FBED0-B5D8-4B3C-A462-78F5D4AC7241,FUNCTIONAL,ELEVEN OCLOCK,(SPORT) UTILITY VEHICLE,NEGOTIATING A CURVE,North,30,No,No,2003,ISUZ,RODEO,39.10827167,-77.18216833,"(39.10827167, -77.18216833)",17.709501266479492,19.469411849975586,98.12551879882812,3.0,0.0,0.0,6.130578517913818,229.7637176513672,15.20949935913086,0.48899999260902405,07:25:00,16:51:00,0
773,773,773,773,EJ7805000R,190029002,Gaithersburg Police Depar,Property Damage Crash,06/17/2019 07:29:00 PM,Municipality,QUINCE ORCHARD BLVD,QUINCE ORCHARD RD,,,,STRAIGHT MOVEMENT ANGLE,CLEAR,DRY,DAYLIGHT,TRAFFIC SIGNAL,NONE DETECTED,,A522276A-E99A-4A68-94D5-6CD107B0EFAD,Yes,NO APPARENT INJURY,,OTHER DISTRACTION,MD,FDC430EC-7E89-46E3-94B1-3FE2FB21846C,DISABLING,ELEVEN OCLOCK,PASSENGER CAR,STARTING FROM LANE,East,35,No,No,2003,HOND,4S,39.13439588,-77.22378932,"(39.13439588, -77.22378932)",22.982999801635742,26.8311710357666,96.13270568847656,2.0,0.0,0.0,8.66994857788086,131.63345336914062,26.482999801635742,0.3709999918937683,04:42:00,19:37:00,0
774,774,774,774,MCP2846002J,17000925,Montgomery County Police,Injury Crash,01/06/2017 08:34:00 AM,County,JUDSON RD,NEWTON ST,,,,STRAIGHT MOVEMENT ANGLE,CLEAR,WET,DAYLIGHT,STOP SIGN,NONE DETECTED,,478218C4-D22E-4B07-8C65-58EE67C6DA16,No,NO APPARENT INJURY,,NOT DISTRACTED,MD,12210983-6171-432F-B4C1-DC5D3402179C,SUPERFICIAL,FOUR OCLOCK,PASSENGER CAR,MOVING CONSTANT SPEED,North,25,No,No,2012,SUBA,SW,39.05663167,-77.05247,"(39.05663167, -77.05247)",-2.0885000228881836,-6.912158966064453,63.26266098022461,1.0,0.0,0.0,11.841755867004395,340.4632568359375,1.1114999055862427,0.4659999907016754,07:27:00,17:00:00,0
775,775,775,775,MCP2812004H,190000256,Montgomery County Police,Property Damage Crash,01/02/2019 03:45:00 PM,County,COLUMBIA BLVD,FLORA LA,,,,SAME DIRECTION SIDESWIPE,CLEAR,DRY,DAYLIGHT,NO CONTROLS,,,DDFC7862-899E-4025-AA8C-47404FAD69DA,No,NO APPARENT INJURY,,NOT DISTRACTED,MD,F89B7AD4-CB01-49E4-A038-C6417B1FFFBC,SUPERFICIAL,TEN OCLOCK,PASSENGER CAR,PARKED,,0,Unknown,Yes,2005,HOND,VN,39.01147721,-77.03526143,"(39.01147721, -77.03526143)",7.213500022888184,3.9313974380493164,66.62277221679688,3.0,0.0,0.0,9.5042724609375,127.30403137207031,7.813499927520752,0.4830000102519989,07:27:00,16:57:00,1
776,776,776,776,MCP2810002P,230067282,Montgomery County Police,Property Damage Crash,11/19/2023 05:50:00 PM,County,BRINK RD,GOSHEN RD,,,,SINGLE VEHICLE,CLEAR,DRY,DARK LIGHTS ON,NO CONTROLS,,,FF0FB07C-C39A-41E1-874E-388EA478AB3F,Yes,NO APPARENT INJURY,,NOT DISTRACTED,MD,75632147-D010-41EE-A35D-C9D5C7AFA3F9,DISABLING,ONE OCLOCK,PASSENGER CAR,MOVING CONSTANT SPEED,North,35,No,No,2021,SUBARU,WRX,39.20309767,-77.18706883,"(39.20309767, -77.18706883)",9.05150032043457,5.375862121582031,52.539119720458984,0.0,0.0,0.0,10.483357429504395,285.9454650878906,9.951499938964844,0.3149999976158142,06:56:00,16:51:00,1
777,777,777,777,MCP13090037,200002694,Montgomery County Police,Property Damage Crash,01/16/2020 02:45:00 PM,County,FOREMAN BLVD,TIMBER CREEK LA,,,,SAME DIR REAR END,CLEAR,DRY,DAYLIGHT,NO CONTROLS,NONE DETECTED,,0497A81F-61E7-4E7E-B7FC-FB1C2169D060,No,NO APPARENT INJURY,,NOT DISTRACTED,MD,55011C7A-BCE4-4AAE-8FDF-AB1BF62CDA67,DISABLING,SIX OCLOCK,(SPORT) UTILITY VEHICLE,SLOWING OR STOPPING,East,30,No,No,2010,NISS,TK,39.22956367,-77.26299733,"(39.22956367, -77.26299733)",6.797499656677246,-0.30798816680908203,45.0601806640625,2.0,0.0,0.0,30.190671920776367,300.8465270996094,8.59749984741211,0.46700000762939453,07:26:00,17:10:00,1
778,778,778,778,MCP3031007H,250047492,MONTGOMERY,Property Damage Crash,10/22/2025 02:15:00 PM,Maryland (State) Route,GEORGIA AVE (SB/L),EMORY LA,,,,Front to Rear,Clear,Dry,Daylight,Traffic Control Signal,"Not Suspect of Alcohol Use, Not Suspect of Drug Use",,E858AF61-741B-4D2A-A414-14A12FED42E5,Yes,No Apparent Injury,,Not Distracted,MD,A5B54738-55DF-4CEA-8F83-FDB7A3AE97D4,Disabling,Twelve O Clock,Passenger Car,Slowing or Stopping,,40,No,No,2018,LEXUS,GX,39.12612959,-77.07247198,"(39.12612959, -77.07247198)",16.796499252319336,12.665716171264648,37.74396514892578,3.0,0.0,0.0,16.372087478637695,255.3525848388672,16.096500396728516,0.3400000035762787,06:25:00,17:19:00,1
779,779,779,779,MCP29270042,220002375,Montgomery County Police,Property Damage Crash,01/19/2022 03:46:00 PM,,,,1900 LYTTONSVILLE ROAD,,,OTHER,,,DAYLIGHT,NO CONTROLS,NONE DETECTED,,A4E86B35-1368-4805-87B2-134E8FFF86B0,Yes,NO APPARENT INJURY,,LOOKED BUT DID NOT SEE,MD,E3732EEE-9E0D-4BC2-AA2E-47C052ACB538,SUPERFICIAL,TWELVE OCLOCK,SCHOOL BUS,ACCELERATING,North,25,No,No,2014,THOMAS,BUS,39.00147886,-77.04120898,"(39.00147886, -77.04120898)",9.170000076293945,4.863520622253418,52.762474060058594,3.0,0.0,0.0,14.986553192138672,204.10223388671875,6.170000076293945,0.47699999809265137,07:23:00,17:14:00,1
780,780,780,780,MCP2823004F,240014233,MONTGOMERY,Property Damage Crash,03/26/2024 08:30:00 AM,Maryland (State) Route,,,,,,Angle,Clear,Dry,Daylight,No Controls,"Not Suspect of Alcohol Use, Not Suspect of Drug Use",,8EBF69C3-30BA-4127-8C53-5834317BA203,No,No Apparent Injury,,Not Distracted,MD,F6B8167C-C422-4EB4-9EDF-B3D6143886F5,Superficial,Twelve O Clock,Other,Moving Constant Speed,Southbound,30,No,No,2018,MACK,UNKNOWN,38.963423,-77.12086682,"(38.963423, -77.12086682)",6.621999740600586,3.832029342651367,57.714263916015625,3.0,0.0,0.0,3.415259599685669,108.43504333496094,4.822000026702881,0.4699999988079071,06:01:00,18:26:00,0
781,781,781,781,MCP3263000W,210002666,Montgomery County Police,Injury Crash,01/21/2021 07:30:00 PM,Maryland (State),RIVER RD,BROOKSIDE DR,,,,SAME DIR REAR END,CLEAR,DRY,DARK LIGHTS ON,TRAFFIC SIGNAL,NONE DETECTED,,66DAF555-7C2A-4E4F-9DE7-544FC05D6064,No,SUSPECTED MINOR INJURY,,NOT DISTRACTED,MD,F0B59274-8A7C-49D6-ABF8-F75BB5E73887,FUNCTIONAL,SIX OCLOCK,PASSENGER CAR,SLOWING OR STOPPING,East,35,No,No,2007,HONDA,CIVIC,38.96569184,-77.10494635,"(38.96569184, -77.10494635)",4.44350004196167,-0.1088552474975586,54.030662536621094,0.0,0.0,0.0,12.879752159118652,296.5649719238281,5.593500137329102,0.4309999942779541,07:22:00,17:16:00,0
782,782,782,782,EJ7781004F,230052743,Gaithersburg Police Depar,Property Damage Crash,09/02/2023 04:45:00 AM,Municipality,LOWER COUNTRY DR,GRANGE HALL DR,,GAITHERSBURG,,OTHER,CLEAR,DRY,DARK NO LIGHTS,NO CONTROLS,UNKNOWN,,45BCCDFA-A5D8-479C-BCAC-88C756A85034,Yes,NO APPARENT INJURY,,UNKNOWN,,C5DDCAEF-3C8D-4452-9E3E-2CBD23B33275,DISABLING,ELEVEN OCLOCK,PASSENGER CAR,MOVING CONSTANT SPEED,East,15,No,No,2022,MERZ,UT,39.1524703,-77.17862425,"(39.1524703, -77.17862425)",14.657000541687012,14.46653938293457,84.69364166259766,0.0,0.0,0.0,5.804825305938721,187.1249237060547,16.957000732421875,0.2529999911785126,05:38:00,18:38:00,1
783,783,783,783,MCP2760003C,230013918,Montgomery County Police,Property Damage Crash,03/22/2023 05:20:00 PM,County,MONTGOMERY VILLAGE AVE,WHETSTONE DR,,,,STRAIGHT MOVEMENT ANGLE,CLEAR,DRY,DAYLIGHT,STOP SIGN,,,B743FE81-A7F2-4DCD-A567-8705789D575C,Yes,NO APPARENT INJURY,,LOOKED BUT DID NOT SEE,MD,8FF1C456-0635-4348-9EF5-D01B8DF8A57A,DISABLING,TWELVE OCLOCK,PASSENGER CAR,ACCELERATING,South,35,No,No,2019,TOYOTA,VAN,39.17089996,-77.20406948,"(39.17089996, -77.20406948)",16.1560001373291,12.54469108581543,34.57741928100586,3.0,0.0,0.0,10.739832878112793,193.57044982910156,13.855999946594238,0.3889999985694885,06:09:00,18:22:00,1
784,784,784,784,MCP1119001X,16004397,Montgomery County Police,Injury Crash,01/27/2016 02:57:00 PM,Maryland (State),GEORGIA AVE,CROSSOVER,,,,STRAIGHT MOVEMENT ANGLE,CLEAR,WET,DAYLIGHT,TRAFFIC SIGNAL,NONE DETECTED,,1B81067C-7437-408E-94D0-5A1CD6E5996C,No,SUSPECTED MINOR INJURY,,NOT DISTRACTED,MD,65FAEDE4-973F-405B-8F19-9E3155A326E3,DISABLING,TWELVE OCLOCK,(SPORT) UTILITY VEHICLE,MOVING CONSTANT SPEED,North,50,No,No,2011,NISSAN,ROGUE,39.11531833,-77.07507333,"(39.11531833, -77.07507333)",3.1725001335144043,-1.4124727249145508,52.87291717529297,0.0,0.0,0.0,11.966954231262207,316.21881103515625,-0.5275000333786011,0.49399998784065247,07:19:00,17:22:00,1
785,785,785,785,MCP2298007K,16005852,Montgomery County Police,Injury Crash,02/04/2016 03:04:00 PM,Maryland (State),GERMANTOWN RD,ENT TO BUSINESS,,,,ANGLE MEETS LEFT TURN,CLEAR,DRY,DAYLIGHT,STOP SIGN,NONE DETECTED,,545AEAF3-DB1E-4C5D-831F-483285F206D1,Yes,NO APPARENT INJURY,,LOOKED BUT DID NOT SEE,MD,A595E696-B31D-4B12-887F-E2CAE336C70C,DISABLING,ELEVEN OCLOCK,PASSENGER CAR,MAKING LEFT TURN,East,45,No,No,2009,TOYT,CAMRY,39.17305375,-77.27540731,"(39.17305375, -77.27540731)",8.054500579833984,3.966538429260254,52.649513244628906,3.0,0.0,0.0,12.397806167602539,334.1790466308594,6.9045000076293945,0.49000000953674316,07:13:00,17:32:00,1
786,786,786,786,MCP28230035,170529439,Montgomery County Police,Property Damage Crash,09/08/2017 05:00:00 PM,County,BEL PRE RD,CHESTERFIELD RD,,,,STRAIGHT MOVEMENT ANGLE,CLEAR,DRY,DAYLIGHT,NO CONTROLS,NONE DETECTED,,9228A9DD-4D98-40F1-9AAF-5CA1A0E5A14C,No,NO APPARENT INJURY,,NOT DISTRACTED,MD,A121F54F-1975-4911-B9DF-56DBD3C49409,DISABLING,EIGHT OCLOCK,PASSENGER CAR,MOVING CONSTANT SPEED,West,40,No,No,2016,LEXUS,TK,39.092595,-77.08276667,"(39.092595, -77.08276667)",20.447999954223633,19.533472061157227,54.984458923339844,1.0,0.0,0.0,8.5873384475708,326.97613525390625,19.947999954223633,0.4490000009536743,05:44:00,18:28:00,1
787,787,787,787,MCP3093005B,240017545,MONTGOMERY,Property Damage Crash,04/15/2024 02:13:00 PM,Maryland (State) Route,,,,,,Front to Rear,Unknown,Dry,Daylight,No Controls,"Not Suspect of Alcohol Use, Not Suspect of Drug Use",,6EB1E760-BB5A-4626-9C42-E2289BFEB2E7,Yes,No Apparent Injury,Followed Too Closely,Unknown,MD,C39BB4BD-161D-402E-BAB6-8E0D0EBF1372,Superficial,Twelve O Clock,Bus - Transit,Slowing or Stopping,Northbound,25,No,No,2017,FORD,E-450,38.98723401,-77.09830512,"(38.98723401, -77.09830512)",24.516000747680664,24.050827026367188,52.5058479309082,55.0,1.0,0.0,13.319999694824219,251.07525634765625,22.166000366210938,0.4429999887943268,05:30:00,18:45:00,1
788,788,788,788,MCP3008004R,250021885,MONTGOMERY,Property Damage Crash,05/18/2025 12:30:00 AM,US (State),OLD COLUMBIA PIKE (SB/L),OLD COLUMBIA PIKE (WB/L),,,,Other,Clear,Dry,Dark - Lighted,Flashing Traffic Control Signal,"Not Suspect of Alcohol Use, Not Suspect of Drug Use",,899F001F-0521-46E6-B0CF-2F4DD41EA22E,Yes,No Apparent Injury,,Not Distracted,MD,A6C685DE-763A-41E2-ABF2-35E44B9BF90A,Disabling,One O Clock,Passenger Car,Moving Constant Speed,Southbound,25,No,No,2022,LEXUS,UX,39.11136845,-76.93225355,"(39.11136845, -76.93225355)",18.2814998626709,17.329421997070312,67.36325073242188,0.0,0.0,0.0,11.074023246765137,314.3415222167969,19.48149871826172,0.3889999985694885,04:51:00,19:16:00,0
789,789,789,789,MCP24010011,180061487,Montgomery County Police,Property Damage Crash,12/09/2018 02:00:00 AM,Municipality,DENHAM RD,BALTIMORE RD,,ROCKVILLE,,HEAD ON,CLEAR,DRY,DARK LIGHTS ON,,UNKNOWN,,E05C342C-3171-41C7-B299-C0267D102E9E,Yes,NO APPARENT INJURY,,UNKNOWN,,1D690E4A-3570-40CC-9920-01D8106B3423,DISABLING,ELEVEN OCLOCK,PASSENGER CAR,MOVING CONSTANT SPEED,North,25,No,No,2012,HYUN,ACCENT,39.08575833,-77.13436833,"(39.08575833, -77.13436833)",-2.9539999961853027,-7.225851535797119,63.79460144042969,3.0,0.0,0.0,7.628262996673584,19.290138244628906,0.34599998593330383,0.45100000500679016,07:16:00,16:46:00,1
790,790,790,790,EJ7826002J,170528728,Gaithersburg Police Depar,Injury Crash,09/05/2017 08:03:00 AM,Maryland (State),S FREDERICK RD,DESELLUM AVE,,GAITHERSBURG,,SAME DIR REAR END,CLEAR,,DAYLIGHT,NO CONTROLS,,,219643DC-1F17-4EAE-918D-62B95EF7CD82,No,POSSIBLE INJURY,,NOT DISTRACTED,MD,734D067D-97BB-4660-B86F-F79AB17082AE,FUNCTIONAL,TWELVE OCLOCK,PASSENGER CAR,SLOWING OR STOPPING,South,30,No,No,2007,HOND,4S,39.13879471,-77.1953883,"(39.13879471, -77.1953883)",21.811500549316406,23.452035903930664,78.03512573242188,1.0,0.0,0.0,8.145870208740234,224.99989318847656,20.361499786376953,0.4059999883174896,05:41:00,18:32:00,0
791,791,791,791,MCP2536000B,15026218,Montgomery County Police,Property Damage Crash,05/31/2015 12:02:00 AM,County,NEWTON ST,LIVINGSTON ST,,,,OTHER,,DRY,DARK LIGHTS ON,,,,0AEF5CFE-9007-4ADE-86D8-F4EF78ACCA21,Yes,NO APPARENT INJURY,,NOT DISTRACTED,DC,6E9A1F46-570F-4501-96F8-59E498E085E5,SUPERFICIAL,ONE OCLOCK,PASSENGER CAR,MOVING CONSTANT SPEED,East,25,No,No,2010,CHEVROLET,MALABU,39.05748333,-77.05577333,"(39.05748333, -77.05577333)",22.04599952697754,23.126256942749023,77.3367691040039,1.0,0.0,0.0,12.245293617248535,178.3153533935547,22.695999145507812,0.32600000500679016,04:44:00,19:27:00,0
792,792,792,792,MCP1555001R,170503849,Montgomery County Police,Injury Crash,04/24/2017 09:03:00 AM,County,E RANDOLPH RD,TAMARACK RD,,,,SAME DIR REAR END,RAINING,WET,DAYLIGHT,NO CONTROLS,,,6F2ABB2D-4913-423C-9831-34D0AAAE790E,Yes,SUSPECTED MINOR INJURY,"N/A, RAIN, SNOW",NOT DISTRACTED,MD,1D010540-3B0D-478B-AC57-68AD7A069977,DESTROYED,TWELVE OCLOCK,PASSENGER CAR,MOVING CONSTANT SPEED,East,45,No,No,1994,CHEVY,SUBURBAN,39.06696392,-76.98474169,"(39.06696392, -76.98474169)",9.807000160217285,7.918044090270996,99.33196258544922,53.0,0.8999999761581421,0.0,12.496718406677246,48.50363540649414,12.006999969482422,0.45899999141693115,05:18:00,18:54:00,0
793,793,793,793,MCP2868002N,180058293,Montgomery County Police,Property Damage Crash,11/20/2018 07:49:00 PM,County,WESTLAKE DR,DEMOCRACY BLVD,,,,SAME DIR REAR END,CLEAR,DRY,DARK LIGHTS ON,TRAFFIC SIGNAL,NONE DETECTED,,D4238F18-A958-4FA1-9249-3C6EFF135533,No,NO APPARENT INJURY,,NOT DISTRACTED,MD,13835EC8-F4A9-4642-A59A-79FF90957235,SUPERFICIAL,SIX OCLOCK,PASSENGER CAR,STOPPED IN TRAFFIC LANE,South,45,No,No,2012,TOYT,4S,39.02277402,-77.15004074,"(39.02277402, -77.15004074)",5.328000068664551,0.7484259605407715,58.44853210449219,2.0,0.0,0.0,14.693999290466309,300.96368408203125,8.57800006866455,0.46399998664855957,06:57:00,16:51:00,0
794,794,794,794,MCP2556001W,180024619,Montgomery County Police,Property Damage Crash,05/19/2018 05:34:00 PM,Maryland (State),FREDERICK RD,CHESTNUT ST,,GAITHERSBURG,,STRAIGHT MOVEMENT ANGLE,CLOUDY,DRY,DAYLIGHT,NO CONTROLS,NONE DETECTED,,870C8AE1-A963-4885-813C-272A7B1C3372,Yes,NO APPARENT INJURY,,LOOKED BUT DID NOT SEE,MD,95B39DB1-2895-4F35-BB8B-2ECF6B87A3B5,SUPERFICIAL,ELEVEN OCLOCK,PASSENGER CAR,ACCELERATING,West,40,No,No,2006,HOND,TK,39.143325,-77.2008,"(39.143325, -77.2008)",19.30500030517578,21.082902908325195,97.53746795654297,3.0,0.0,0.0,10.661107063293457,168.31065368652344,16.755001068115234,0.503000020980835,04:51:00,19:18:00,0
795,795,795,795,MCP3023004F,220007099,Montgomery County Police,Injury Crash,02/18/2022 05:30:00 AM,Maryland (State),GEORGIA AVE,ROSSMOOR BLVD,,,,OTHER,SEVERE WINDS,WET,DARK NO LIGHTS,NO CONTROLS,NONE DETECTED,,DD5986A8-81CA-436C-A0F9-F4D00B802DE5,No,NO APPARENT INJURY,"SEVERE CROSSWINDS, WET",NOT DISTRACTED,MD,828B8A83-D4F0-47AD-B590-3EF287286E95,DISABLING,TWELVE OCLOCK,(SPORT) UTILITY VEHICLE,MOVING CONSTANT SPEED,South,40,No,No,2017,BMW,UT,39.09850075,-77.07806218,"(39.09850075, -77.07806218)",10.116000175476074,4.265423774719238,80.24771118164062,61.0,1.5,0.0,34.634918212890625,290.6955261230469,11.315999984741211,0.503000020980835,06:55:00,17:48:00,1
796,796,796,796,MCP10640032,15033573,MONTGOMERY,Property Damage Crash,07/09/2015 10:53:00 AM,Maryland (State),UNIVERSITY BLVD W,LORAIN AVE,,,,STRAIGHT MOVEMENT ANGLE,CLOUDY,DRY,DAYLIGHT,STOP SIGN,,,6121B195-56E7-412F-9D43-48B47E6F0348,Yes,NO APPARENT INJURY,,UNKNOWN,MD,1E6FD1CE-3CAF-43FF-BCF2-F5BF1955DFBB,DISABLING,TWELVE OCLOCK,PASSENGER CAR,OTHER,North,40,No,No,2005,FORD,4S,39.022155,-77.01491833,"(39.022155, -77.01491833)",28.440000534057617,32.1173210144043,64.06849670410156,3.0,0.0,0.0,7.594208240509033,238.5704803466797,26.639999389648438,0.460999995470047,04:50:00,19:36:00,0
797,797,797,797,MCP3176001N,220010776,Montgomery County Police,Injury Crash,03/13/2022 12:40:00 AM,US (State),COLESVILLE RD,DALE DR,,,,SAME DIR REAR END,CLEAR,DRY,DARK LIGHTS ON,TRAFFIC SIGNAL,NONE DETECTED,,898BDDDE-8FBE-4A34-A7A6-46865B42F997,No,NO APPARENT INJURY,,UNKNOWN,MD,03B95CE4-D33D-40B2-8493-0750C6EE9864,DISABLING,SIX OCLOCK,PASSENGER CAR,STOPPED IN TRAFFIC LANE,North,45,No,No,2016,LEXUS,GS 350,39.005233,-77.02287,"(39.005233, -77.02287)",-5.680000305175781,-12.20791244506836,51.36672592163086,2.0,0.0,0.0,20.523157119750977,285.2551574707031,0.4700000286102295,0.47099998593330383,06:22:00,18:13:00,0
798,798,798,798,MCP33370030,240046252,MONTGOMERY,Property Damage Crash,09/29/2024 03:25:00 PM,County Route,CENTERHILL ST,,,,,Rear To Side,Cloudy,Dry,Daylight,Stop Sign,"Not Suspect of Alcohol Use, Not Suspect of Drug Use",,F7DE9395-AE35-4C98-8A19-B0A6C063C0CA,Yes,No Apparent Injury,"Failed to Keep in Proper Lane, Failed to Yield Right-of-Way",Unknown,MD,5EE84375-B43B-44E1-ADE7-8B4264FCA96E,Functional,Twelve O Clock,Passenger Car,Entering Traffic Lane,Southbound,35,No,No,2016,HONDA,CR-V,39.0503545,-77.07250324,"(39.0503545, -77.07250324)",20.713001251220703,22.189416885375977,88.32975769042969,3.0,0.0,0.0,12.101570129394531,59.62095642089844,20.713001251220703,0.49900001287460327,06:02:00,17:53:00,1
799,799,799,799,MCP2016000M,15035148,MONTGOMERY,Property Damage Crash,07/17/2015 11:02:00 AM,Maryland (State),ROCKVILLE PIKE,ROLLINS AVE,,ROCKVILLE,,STRAIGHT MOVEMENT ANGLE,CLOUDY,DRY,DAYLIGHT,TRAFFIC SIGNAL,,,665F9BE3-C728-4C72-A55C-14DF151FF186,Yes,NO APPARENT INJURY,,NOT DISTRACTED,MD,C71614A3-AD47-48CA-B770-2723FAEB1732,DISABLING,TWELVE OCLOCK,PASSENGER CAR,MOVING CONSTANT SPEED,South,40,No,No,2002,INFINITI,I35,39.057125,-77.12609333,"(39.057125, -77.12609333)",26.22599983215332,27.49219512939453,56.424095153808594,3.0,0.0,0.0,12.964998245239258,178.4088897705078,24.375999450683594,0.39899998903274536,04:56:00,19:32:00,0
800,800,800,800,MCP32750009,210004348,Montgomery County Police,Property Damage Crash,02/03/2021 01:59:00 PM,,,,WHOLE FOODS PARKING LOT 833 WAYNE AVE,,,STRAIGHT MOVEMENT ANGLE,CLEAR,,DAYLIGHT,NO CONTROLS,NONE DETECTED,,103A1585-F14C-4A1E-BB89-BD54B832296B,No,NO APPARENT INJURY,,NOT DISTRACTED,MD,37948600-357D-4241-8ACD-D7614C8CEB6C,SUPERFICIAL,SIX OCLOCK,PASSENGER CAR,,Unknown,0,No,No,2003,HOND,4S,38.99675,-77.0234,"(38.99675, -77.0234)",2.568000078201294,-3.7848310470581055,57.297576904296875,2.0,0.0,0.0,24.458812713623047,317.3859558105469,3.0180001258850098,0.42100000381469727,07:12:00,17:31:00,1
801,801,801,801,MCP32790029,230029855,Montgomery County Police,Injury Crash,06/21/2023 08:22:00 PM,Maryland (State),VEIRS MILL RD,CONNECTICUT AVE,,,,SAME DIR REAR END,RAINING,WET,DAYLIGHT,TRAFFIC SIGNAL,,,A51D2142-9AA0-4C57-A401-2A969BE76F22,No,SUSPECTED MINOR INJURY,"N/A, WET",NOT DISTRACTED,MD,9520A4B4-F374-4E60-8C1A-7ECF8EB6E751,SUPERFICIAL,SIX OCLOCK,PASSENGER CAR,SLOWING OR STOPPING,East,40,No,No,2015,HONDA,CRV,39.05222333,-77.07585833,"(39.05222333, -77.07585833)",14.830500602722168,13.007980346679688,94.3481216430664,51.0,0.20000000298023224,0.0,21.252197265625,51.1886100769043,16.33049964904785,0.4620000123977661,04:42:00,19:37:00,0
802,802,802,802,MCP3382000R,240015279,MONTGOMERY,Injury Crash,04/02/2024 06:21:00 AM,County Route,WELLER RD,GEORGIA AVE,,,,Front to Rear,Rain,Wet,Dark - Lighted,No Controls,"Not Suspect of Alcohol Use, Not Suspect of Drug Use",,4C84982D-198B-44B5-A8E2-268AFB29E4D2,Yes,No Apparent Injury,,Not Distracted,MD,4BA7E228-EF71-4540-806F-87E0F1E0931E,Functional,Twelve O Clock,Passenger Car,Moving Constant Speed,,35,No,,2009,DODGE,RAM,39.06687789,-77.05959596,"(39.06687789, -77.05959596)",7.478999614715576,5.905343055725098,99.31951904296875,51.0,0.4000000059604645,0.0,6.1516828536987305,110.5561294555664,8.229000091552734,0.503000020980835,05:49:00,18:33:00,0
803,803,803,803,MCP20880025,210027823,Montgomery County Police,Property Damage Crash,07/19/2021 06:30:00 AM,County,WARFIELD RD,LAYTON RIDGE DR,,,,HEAD ON,,DRY,DAYLIGHT,NO CONTROLS,NONE DETECTED,,6D04E180-C0AB-4016-8CB1-4B008A6541A5,No,NO APPARENT INJURY,,NOT DISTRACTED,MD,523F304C-5189-43AC-9B8B-529D261967A0,FUNCTIONAL,TEN OCLOCK,POLICE VEHICLE/NON EMERGENCY,MOVING CONSTANT SPEED,South,40,No,No,2015,FORD,F-250,39.19641157,-77.14822831,"(39.19641157, -77.14822831)",21.26150131225586,22.904094696044922,73.6277847290039,1.0,0.0,0.0,3.8773183822631836,291.8014831542969,21.061500549316406,0.32100000977516174,04:58:00,19:31:00,0
