Report Number,Local Case Number,Agency Name,ACRS Report Type,Crash Date/Time,Route Type,Road Name,Cross-Street Name,Off-Road Description,Municipality,Related Non-Motorist,Collision Type,Weather,Surface Condition,Light,Traffic Control,Driver Substance Abuse,Non-Motorist Substance Abuse,Person ID,Driver At Fault,Injury Severity,Circumstance,Driver Distracted By,Drivers License State,Vehicle ID,Vehicle Damage Extent,Vehicle First Impact Location,Vehicle Body Type,Vehicle Movement,Vehicle Going Dir,Speed Limit,Driverless Vehicle,Parked Vehicle,Vehicle Year,Vehicle Make,Vehicle Model,Latitude,Longitude,Location,Vehicle Cutted in 5 years intervals
DD56200080,220042047,Rockville Police Departme,Injury Crash,09/27/2022 08:40:00 AM,Ramp,RAMP 5 FR IS 270 SB TO MD 28 EB,W MONTGOMERY AVE,,,,SAME DIR REAR END,CLEAR,DRY,DAYLIGHT,TRAFFIC SIGNAL,NONE DETECTED,,81C25468-4CDE-468F-80EE-ABDA85F70B94,Yes,NO APPARENT INJURY,,NOT DISTRACTED,MD,60C68C9E-9232-4476-AABC-412490A42193,SUPERFICIAL,TWELVE OCLOCK,PASSENGER CAR,SLOWING OR STOPPING,West,35,No,No,2018,RAM,1500,39.07764885,-77.07080351,"(39.07764885, -77.07080351)",2015
MCP2783004P,230012472,Montgomery County Police,Property Damage Crash,03/14/2023 04:42:00 PM,,,,1901 RANDOLPH RD  ( KENNEDY HIGH SCHOOL PARKING GARAGE),,,SINGLE VEHICLE,CLEAR,,DAYLIGHT,,NONE DETECTED,,2355E2CC-745C-4897-BE44-6F2EB426EB47,Unknown,NO APPARENT INJURY,,NOT DISTRACTED,MD,DA269843-219A-4BCE-98EF-B004097F059B,SUPERFICIAL,ROOF TOP,SCHOOL BUS,MOVING CONSTANT SPEED,West,10,No,No,2023,ICRP,SB,39.06663167,-77.03821,"(39.06663167, -77.03821)",2020
MCP9106001B,170506562,Montgomery County Police,Property Damage Crash,05/08/2017 08:54:00 AM,County,WATERS LANDING DR,STAFFORDSHIRE DR,,,,OPPOSITE DIRECTION SIDESWIPE,,DRY,DAYLIGHT,,NONE DETECTED,,E186C6D7-233E-4234-AC1D-602C420E4029,No,NO APPARENT INJURY,,NOT DISTRACTED,MD,6420CF06-0B68-4F11-8BBB-537DF4FB9661,FUNCTIONAL,ELEVEN OCLOCK,PASSENGER CAR,ACCELERATING,South,20,No,No,2016,MAZDA,3,39.19271333,-77.27732,"(39.19271333, -77.27732)",2015
EJ7747000N,15002137,Gaithersburg Police Depar,Property Damage Crash,01/14/2015 05:46:00 AM,County,SAM EIG HWY,DIAMONDBACK DR,,,,ANGLE MEETS LEFT TURN,CLOUDY,DRY,DARK LIGHTS ON,FLASHING TRAFFIC SIGNAL,NONE DETECTED,,3A6A93D0-478C-4B34-9143-C42A9B8BA183,No,NO APPARENT INJURY,,NOT DISTRACTED,NC,71ED63D0-D494-4778-8B0D-2DAD3EE3F55C,DISABLING,TWO OCLOCK,PASSENGER CAR,MOVING CONSTANT SPEED,West,50,No,No,2011,CHEVY,SILVERADO,39.11411333,-77.20979833,"(39.11411333, -77.20979833)",2010
DD56650009,230007889,Rockville Police Departme,Property Damage Crash,02/16/2023 02:00:00 PM,Municipality,MARYLAND AVE,NEW MARK ESPLANADE,,ROCKVILLE,,SAME DIR REAR END,RAINING,WET,DAYLIGHT,NO CONTROLS,NONE DETECTED,,37D06C6D-CB04-45AE-AC8B-F15BECE13DFD,Yes,NO APPARENT INJURY,"RAIN, SNOW, WET",NOT DISTRACTED,MD,C00B04D8-4B2B-40CF-8AAC-D577D180C8AC,FUNCTIONAL,TWELVE OCLOCK,PASSENGER CAR,SLOWING OR STOPPING,West,30,No,No,2016,SUBA,4S,39.07879486,-77.15601699,"(39.07879486, -77.15601699)",2015
MCP2472001Q,16026609,Montgomery County Police,Injury Crash,05/28/2016 02:04:00 PM,Maryland (State),BRADLEY BLVD,SELVYN RD,,,,HEAD ON LEFT TURN,CLEAR,DRY,DAYLIGHT,NO CONTROLS,NONE DETECTED,,13FE3F2D-B597-4E4B-B753-3F084FBA9010,No,NO APPARENT INJURY,,NOT DISTRACTED,MD,900E06BE-162B-41D0-934A-8C1088F09087,DISABLING,ELEVEN OCLOCK,PASSENGER CAR,MOVING CONSTANT SPEED,East,30,No,No,2014,HONDA,ODYSSEY,38.99369833,-77.12244,"(38.99369833, -77.12244)",2010
MCP23350013,180037531,Montgomery County Police,Injury Crash,07/29/2018 01:45:00 AM,Maryland (State),GERMANTOWN RD,CRYSTAL ROCK DR,,,,STRAIGHT MOVEMENT ANGLE,CLEAR,,DARK LIGHTS ON,FLASHING TRAFFIC SIGNAL,NONE DETECTED,,6B868672-45E4-4317-BDA1-443D9103AABC,Yes,POSSIBLE INJURY,,NOT DISTRACTED,MD,FB0CCC0B-494A-48CF-BE1B-A8D83660CB1C,DISABLING,TWELVE OCLOCK,PASSENGER CAR,ACCELERATING,West,45,No,No,2004,PONT,4S,39.18115667,-77.26244667,"(39.18115667, -77.26244667)",2000
MCP2617006B,180056115,Montgomery County Police,Injury Crash,11/08/2018 02:45:00 PM,Maryland (State),VEIRS MILL RD,BUSHEY DR,,,,SAME DIR REAR END,CLEAR,DRY,DAYLIGHT,NO CONTROLS,NONE DETECTED,,DB81A448-B164-47BD-8669-DC69DF396C68,No,POSSIBLE INJURY,,NOT DISTRACTED,MD,B4240411-3C45-4FB5-BC18-2FA15C256F9E,FUNCTIONAL,SIX OCLOCK,PASSENGER CAR,SLOWING OR STOPPING,West,35,No,No,2013,TOYOTA,COROLLA,39.05419833,-77.078895,"(39.05419833, -77.078895)",2010
MCP3026001F,170528447,Montgomery County Police,Injury Crash,09/03/2017 07:21:00 AM,Interstate (State),CABIN JOHN PKWY,CLARA BARTON PKWY,,,,SINGLE VEHICLE,CLEAR,WET,DAYLIGHT,NO CONTROLS,NONE DETECTED,,B6AEA795-CA75-4FAA-87F8-CE15BC65D9B5,Yes,SUSPECTED MINOR INJURY,"N/A, WET",NOT DISTRACTED,MD,3A83BD0F-5A9B-42F4-A371-1182E74EBF62,DISABLING,TWELVE OCLOCK,PASSENGER CAR,NEGOTIATING A CURVE,East,30,No,No,2009,TOYOTA,COROLLA,38.97079351,-77.14647353,"(38.97079351, -77.14647353)",2005
MCP3080005C,250001559,MONTGOMERY,Property Damage Crash,01/12/2025 03:24:00 PM,Other Public Roadway,HENDERSON CORNER RD (NB/L),,,,,Other,Clear,Dry,Daylight,Flashing Traffic Control Signal,"Not Suspect of Alcohol Use, Not Suspect of Drug Use",,B5E1CE19-8116-4BE2-ABF2-C975BF866886,Yes,No Apparent Injury,,Unknown,MD,ADEE3396-9952-415F-BF85-CE236CF6671D,Disabling,Twelve O Clock,Passenger Car,Moving Constant Speed,Northbound,35,No,No,2014,FORD,FUSION,39.20353173,-77.24413247,"(39.20353173, -77.24413247)",2010
MCP3127001N,200042732,Montgomery County Police,Property Damage Crash,10/29/2020 08:39:00 PM,Maryland (State),ROCKVILLE PIKE,CEDAR LA,,,,SAME DIR REAR END,RAINING,WET,DARK LIGHTS ON,TRAFFIC SIGNAL,ALCOHOL CONTRIBUTED,,71330BF6-561A-47B1-9CC1-F9EB5F416EBD,Yes,NO APPARENT INJURY,"N/A, RAIN, SNOW",NOT DISTRACTED,PA,EDE56F45-3D16-4CAE-A97D-A38D7BD8B83A,SUPERFICIAL,TWELVE OCLOCK,PASSENGER CAR,MOVING CONSTANT SPEED,North,35,No,No,2013,HYUNDAI,ELANTRA,39.006352,-77.097477,"(39.006352, -77.097477)",2010
MCP11480020,170542238,Montgomery County Police,Injury Crash,11/10/2017 02:35:00 PM,County,CHELTON RD,SLEAFORD RD,,,PEDESTRIAN,SINGLE VEHICLE,CLEAR,,DAYLIGHT,NO CONTROLS,UNKNOWN,,784A427E-0F7D-44C9-A26D-C1AB19EA44DA,Yes,NO APPARENT INJURY,,NOT DISTRACTED,MD,628A4E91-427C-4758-AAFE-B9EA13CAA289,UNKNOWN,ELEVEN OCLOCK,PASSENGER CAR,MAKING LEFT TURN,West,25,No,No,2015,FORD,VAN,38.99019333,-77.102535,"(38.99019333, -77.102535)",2015
MCP3052000L,170537167,Montgomery County Police,Injury Crash,10/17/2017 12:36:00 PM,Maryland (State),S FREDERICK RD,CENTRAL AVE,,,,STRAIGHT MOVEMENT ANGLE,CLEAR,DRY,DAYLIGHT,STOP SIGN,NONE DETECTED,,849F01CC-547D-417D-A1D9-049DBEADF444,No,SUSPECTED MINOR INJURY,,LOOKED BUT DID NOT SEE,MD,6FB4A43D-98F6-46AC-ABBB-55237A2D065E,DISABLING,TWELVE OCLOCK,PASSENGER CAR,MOVING CONSTANT SPEED,North,35,No,No,2003,HYUNDAI,ACCENT,39.13046833,-77.18736,"(39.13046833, -77.18736)",2000
MCP28640020,16047162,Montgomery County Police,Injury Crash,09/14/2016 04:26:00 PM,Maryland (State),NORBECK RD,BALTIMORE RD,,,,HEAD ON LEFT TURN,CLEAR,DRY,DAYLIGHT,TRAFFIC SIGNAL,NONE DETECTED,,2932D80E-3ED7-4291-A344-9843CDE3169D,No,NO APPARENT INJURY,,NOT DISTRACTED,MD,3373F0E4-601D-4E8B-A7DD-6910BF35DFD5,DISABLING,TWELVE OCLOCK,PASSENGER CAR,MOVING CONSTANT SPEED,East,50,No,No,2016,SUBARU,FORESTER,39.09518667,-77.11264333,"(39.09518667, -77.11264333)",2015
MCP3129004L,220028006,Montgomery County Police,Property Damage Crash,06/30/2022 06:12:00 PM,,,,PARKING LOT OF 623 BRANDON GREEN DR,,OTHER,SINGLE VEHICLE,CLEAR,,DAYLIGHT,,NONE DETECTED,,029B705A-CA40-4343-9102-CBD812EC3BA3,Yes,NO APPARENT INJURY,,INATTENTIVE OR LOST IN THOUGHT,XX,8631E10A-A4D6-453B-BD83-EDC8229FF305,FUNCTIONAL,TWELVE OCLOCK,PASSENGER CAR,ACCELERATING,West,5,No,No,2008,VOLK,JETTA,39.14592833,-77.06694667,"(39.14592833, -77.06694667)",2005
MCP2830005Q,220049299,Montgomery County Police,Property Damage Crash,11/08/2022 12:57:00 PM,,,,17 VITAL WAY SILVER SPRING MD 20904,,,OTHER,CLEAR,,DAYLIGHT,NO CONTROLS,NONE DETECTED,,A6C9AA58-A0B7-427E-82DD-DFE831501AA0,Yes,NO APPARENT INJURY,,UNKNOWN,MD,420D9D23-E01A-4DBD-8C91-FEFED1EF2150,SUPERFICIAL,SIX OCLOCK,VAN,SLOWING OR STOPPING,Unknown,0,No,No,2022,GMC,SAVANA,39.07532624,-77.0032683,"(39.07532624, -77.0032683)",2020
MCP2753001G,16045998,Montgomery County Police,Injury Crash,09/08/2016 02:33:00 PM,Maryland (State),GEORGIA AVE,ASPEN HILL RD,,,,SAME DIR REAR END,CLEAR,DRY,DAYLIGHT,TRAFFIC SIGNAL,NONE DETECTED,,C251BA2C-CB07-40EE-8828-D93E86D83194,Yes,NO APPARENT INJURY,,NOT DISTRACTED,MD,0C8D9A7D-A8F0-45D7-A7D4-153388ED229B,FUNCTIONAL,TWELVE OCLOCK,PASSENGER CAR,ACCELERATING,North,45,No,No,2011,GMC,TK,39.09960667,-77.03883833,"(39.09960667, -77.03883833)",2010
MCP29270019,16045286,Montgomery County Police,Property Damage Crash,09/04/2016 06:17:00 PM,County,SHERWOOD RD,FOREST GROVE DR,,,,SAME DIR REAR END,CLEAR,DRY,DAYLIGHT,NO CONTROLS,NONE DETECTED,,078A4382-31BB-4273-9095-FC06DF59166B,Yes,NO APPARENT INJURY,,UNKNOWN,MD,10ED1508-6600-40FB-B51E-D2F6E7480A54,DISABLING,TWELVE OCLOCK,PASSENGER CAR,ACCELERATING,East,25,No,No,2013,FORD,SUV,39.01752488,-77.0395875,"(39.01752488, -77.0395875)",2010
MCP2456006M,220030983,Montgomery County Police,Property Damage Crash,07/19/2022 07:50:00 AM,Maryland (State),NEW HAMPSHIRE AVE,ADELPHI RD,,,,SAME DIR BOTH LEFT TURN,CLEAR,DRY,DAYLIGHT,TRAFFIC SIGNAL,NONE DETECTED,,1B73489C-D13B-4E23-AA49-538E2491CE9D,Yes,NO APPARENT INJURY,,UNKNOWN,MD,BEFEDD6C-B02A-4182-873E-FF72262DAB32,DISABLING,ELEVEN OCLOCK,PASSENGER CAR,CHANGING LANES,South,40,No,No,2014,HYUN,SD,39.01156167,-76.97881,"(39.01156167, -76.97881)",2010
MCP2753002P,170522293,Montgomery County Police,Injury Crash,08/01/2017 12:46:00 PM,County,INDEPENDENCE ST,VANDALIA DR,,,,HEAD ON LEFT TURN,CLEAR,DRY,DAYLIGHT,NO CONTROLS,NONE DETECTED,,5EA04AB0-EEC3-43DD-9886-A447EFB9552E,No,SUSPECTED MINOR INJURY,,NOT DISTRACTED,MD,365DE538-F08D-4E1E-9726-57D5E5E39B58,DISABLING,TWELVE OCLOCK,PASSENGER CAR,MOVING CONSTANT SPEED,East,25,No,No,2015,CHEV,4D,39.07489518,-77.08345301,"(39.07489518, -77.08345301)",2015
MCP29640014,15062924,MONTGOMERY,Injury Crash,12/09/2015 05:52:00 PM,Interstate (State),EISENHOWER MEMORIAL HWY,EXIT #15,,,,SAME DIR REAR END,CLEAR,DRY,DARK LIGHTS ON,NO CONTROLS,NONE DETECTED,,1FFE9A74-7E7B-4D8E-AA61-ED0B11708DBE,Yes,SUSPECTED MINOR INJURY,,LOOKED BUT DID NOT SEE,MD,FDCD46EE-7FDF-488A-975F-21DE9798E986,SUPERFICIAL,TWELVE OCLOCK,MOTORCYCLE,CHANGING LANES,North,55,No,No,2003,HARDLEY DAVIDSON,MC,39.18156406,-77.25188166,"(39.18156406, -77.25188166)",2000
MCP296900B3,210032413,Montgomery County Police,Property Damage Crash,08/20/2021 08:50:00 AM,Maryland (State),NORBECK RD,WINTERGATE DR,,,,SAME DIR REAR END,RAINING,WET,DAYLIGHT,NO CONTROLS,NONE DETECTED,,F8B2F365-C7C8-4436-A531-E941B5D4D8DD,No,NO APPARENT INJURY,"N/A, WET",NOT DISTRACTED,MD,CDC40BE5-65DF-4ECB-8482-06322E57FD03,FUNCTIONAL,SIX OCLOCK,PASSENGER CAR,SLOWING OR STOPPING,West,40,No,No,2013,TOOTA,CAMRY,39.11323075,-77.05763903,"(39.11323075, -77.05763903)",2010
DD56030092,220001969,Rockville Police Departme,Injury Crash,01/16/2022 03:49:00 PM,Maryland (State),VEIRS MILL RD,EDMONSTON DR,,ROCKVILLE,,STRAIGHT MOVEMENT ANGLE,SNOW,SNOW,DAYLIGHT,TRAFFIC SIGNAL,NONE DETECTED,,DAEE0F29-A74B-40A7-8600-E5D1D8F679EC,No,SUSPECTED MINOR INJURY,"ICY OR SNOW-COVERED, N/A",NOT DISTRACTED,MD,B2800C17-1AA8-4A64-89C3-81AC986E272D,DISABLING,EIGHT OCLOCK,PASSENGER CAR,MAKING RIGHT TURN,North,25,No,No,2010,NISS,WG,39.23762167,-77.27792667,"(39.23762167, -77.27792667)",2010
MCP3230001W,210002498,Montgomery County Police,Property Damage Crash,01/20/2021 03:00:00 PM,,,,EXXON PARKING LOT,,,OTHER,CLEAR,,DAYLIGHT,NO CONTROLS,UNKNOWN,,8BE8B142-17A9-423A-92B3-42D0E9D6A62A,Yes,NO APPARENT INJURY,,NOT DISTRACTED,MD,F18933B1-A7A4-47D9-8E97-3FD60446DFC0,SUPERFICIAL,SIX OCLOCK,PASSENGER CAR,MOVING CONSTANT SPEED,East,5,No,No,2012,DODGE,CHARGER,39.09560107,-77.10990713,"(39.09560107, -77.10990713)",2010
MCP3299002N,230021476,Montgomery County Police,Property Damage Crash,05/05/2023 09:09:00 AM,County,RANDOLPH RD,HEURICH RD,,,,OTHER,CLEAR,DRY,DAYLIGHT,NO CONTROLS,NONE DETECTED,,A5907A4A-A0D6-428B-BD61-D456B7AC8A58,No,NO APPARENT INJURY,,NOT DISTRACTED,MD,516E4632-2F49-499F-8BA6-2D4693D49778,SUPERFICIAL,EIGHT OCLOCK,SCHOOL BUS,STOPPED IN TRAFFIC LANE,West,10,No,No,2022,THOMAS,BUS,39.06111167,-77.04473833,"(39.06111167, -77.04473833)",2020
MCP3290002Z,240014457,MONTGOMERY,Injury Crash,03/27/2024 01:18:00 PM,,,,Parking Lot Way        10313 GEORGIA  AVE IN FRONT OF BUILDING,,,Rear To Side,Rain,,Daylight,,"Not Suspect of Alcohol Use, Not Suspect of Drug Use",,2C039A7B-4C43-4B98-9617-3ABEF7AC205A,No,No Apparent Injury,,Unknown,MD,B0F31B5F-6301-4638-A715-B5D79DB89D25,Functional,Six O Clock,Sport Utility Vehicle,Backing,Not On Roadway,0,No,No,2021,TOYOTA,RAV4,39.02499591,-77.04559946,"(39.02499591, -77.04559946)",2020
MCP29340022,16057413,Montgomery County Police,Property Damage Crash,11/07/2016 01:03:00 PM,,,,IN THE PARKING LOT OF THE GIANT LOCATED AT 5457 WISCONSIN AVE,,,OTHER,CLEAR,,DAYLIGHT,NO CONTROLS,NONE DETECTED,,056D1D31-27B7-483A-90DF-5EFF29A93B26,No,NO APPARENT INJURY,,NOT DISTRACTED,PA,94EB299F-734C-4B83-A8A6-DDF516D47007,SUPERFICIAL,SEVEN OCLOCK,PASSENGER CAR,PARKED,,10,No,Yes,2015,FORD,TAURUS,38.96258,-77.08473,"(38.96258, -77.08473)",2015
MCP2881001J,16041890,Montgomery County Police,Injury Crash,08/18/2016 09:08:00 AM,County,CENTURY BLVD,CRYSTAL ROCK DR,,,,ANGLE MEETS LEFT TURN,CLEAR,,,TRAFFIC SIGNAL,NONE DETECTED,,98988FBD-243F-4B08-A03E-4F5778328396,Yes,NO APPARENT INJURY,,NOT DISTRACTED,MD,D470FEAF-DA93-4C88-A5BD-B9F0C4B59C12,FUNCTIONAL,TWO OCLOCK,PASSENGER CAR,MAKING LEFT TURN,North,30,No,No,2007,MAZDA,CX9,39.18287667,-77.26395833,"(39.18287667, -77.26395833)",2005
MCP3012001W,17013669,Montgomery County Police,Property Damage Crash,03/17/2017 07:41:00 AM,County,NORBECK RD,FIRESTONE DR,,,,SAME DIR REAR END,CLEAR,DRY,DAYLIGHT,NO CONTROLS,NONE DETECTED,,605A0D18-EE8D-47E7-A190-CA70C49AAC93,Yes,NO APPARENT INJURY,,INATTENTIVE OR LOST IN THOUGHT,FL,2D0EC54A-992B-4610-BF69-28A2694A25D1,FUNCTIONAL,TWELVE OCLOCK,(SPORT) UTILITY VEHICLE,MOVING CONSTANT SPEED,West,45,No,No,2013,FORD,ESCAPE,39.12111,-77.01416167,"(39.12111, -77.01416167)",2010
DD56300015,190009729,Rockville Police Departme,Property Damage Crash,03/01/2019 04:53:00 PM,Maryland (State),HUNGERFORD DR,MANNAKEE ST,,ROCKVILLE,,HEAD ON LEFT TURN,CLEAR,DRY,DAWN,TRAFFIC SIGNAL,NONE DETECTED,,56234C28-451C-4E66-82AD-DEBC048BE7F9,No,NO APPARENT INJURY,,NOT DISTRACTED,DC,7A478E77-590A-4E1A-A257-A3358A6A5B7C,DISABLING,ONE OCLOCK,PASSENGER CAR,MOVING CONSTANT SPEED,South,40,No,No,2004,GMC,YUKON,39.09661003,-77.15324654,"(39.09661003, -77.15324654)",2000
MCP3220002M,220021218,Montgomery County Police,Property Damage Crash,05/18/2022 05:37:00 PM,County,SHADY GROVE RD,MILL RUN DR,,,,SAME DIR REAR END,CLEAR,DRY,DAYLIGHT,TRAFFIC SIGNAL,NONE DETECTED,,3CD4781B-1C85-472A-B112-B93CF44D398B,No,NO APPARENT INJURY,,NOT DISTRACTED,MD,30B8B209-28E8-48C3-8A55-3BEE63F91DC9,FUNCTIONAL,SIX OCLOCK,PASSENGER CAR,SLOWING OR STOPPING,South,45,No,No,2015,BUIC,ENCORE,39.14502567,-77.15028167,"(39.14502567, -77.15028167)",2015
MCP15630062,200001215,Montgomery County Police,Injury Crash,01/08/2020 05:28:00 AM,Maryland (State),16TH ST,LYTTONSVILLE RD,,,,SAME DIR REAR END,OTHER,ICE,DARK LIGHTS ON,NO CONTROLS,NONE DETECTED,,19949C29-D794-4F0A-84C1-07AD8B2D0338,No,POSSIBLE INJURY,"ICY OR SNOW-COVERED, V WIPERS|W OTHER ENVIRONMENTAL",NOT DISTRACTED,MD,8278A2B9-4103-42B9-83BE-BFC50D918A83,FUNCTIONAL,SIX OCLOCK,PASSENGER CAR,SLOWING OR STOPPING,South,35,No,No,2003,FORD,EXPOLORER,39.00013667,-77.04002333,"(39.00013667, -77.04002333)",2000
MCP2763004Q,230025954,Montgomery County Police,Property Damage Crash,05/30/2023 06:10:00 PM,County,ROTHBURY DR,GOSHEN RD,,,,SAME DIRECTION RIGHT TURN,CLEAR,DRY,DAYLIGHT,TRAFFIC SIGNAL,NONE DETECTED,,F0B3DAF7-94F9-46CB-AD3F-EE4B4A1B5469,No,NO APPARENT INJURY,,LOOKED BUT DID NOT SEE,MD,9594E186-A9D0-4F71-BA1B-4E8E6C2E3CB1,SUPERFICIAL,TWELVE OCLOCK,TRANSIT BUS,STARTING FROM PARKED,East,25,No,No,2016,GILL,BUS,39.18512,-77.18778,"(39.18512, -77.18778)",2015
MCP229800Q2,190058279,Montgomery County Police,Injury Crash,12/03/2019 06:04:00 PM,Maryland (State),VEIRS MILL RD,EDMONSTON DR,,ROCKVILLE,,HEAD ON LEFT TURN,,WET,DARK LIGHTS ON,NO CONTROLS,NONE DETECTED,,4C816DA8-17B0-4270-B19D-7304D4434660,No,POSSIBLE INJURY,"N/A, WET",NOT DISTRACTED,MD,EB6EDEBE-D227-4407-B872-889CFDE70F23,DISABLING,TWELVE OCLOCK,PICKUP TRUCK,MOVING CONSTANT SPEED,West,40,No,No,2016,NISSAN,FRONTER,39.07850333,-77.13115,"(39.07850333, -77.13115)",2015
EJ78070009,180011075,Gaithersburg Police Depar,Property Damage Crash,03/11/2018 05:14:00 PM,Municipality,RUSSELL AVE,LAKE FOREST BLVD,,GAITHERSBURG,,ANGLE MEETS RIGHT TURN,CLEAR,DRY,DAYLIGHT,STOP SIGN,NONE DETECTED,,74353977-502C-4942-96D8-ABF51FB0F04E,No,NO APPARENT INJURY,,NOT DISTRACTED,MD,80745A25-3242-42F5-A807-E6E2EBFB5929,DISABLING,TWELVE OCLOCK,PASSENGER CAR,MAKING RIGHT TURN,North,25,No,No,2010,NISSAN,VERSA,39.1530537,-77.20855594,"(39.1530537, -77.20855594)",2010
MCP32440004,200019330,Montgomery County Police,Property Damage Crash,05/13/2020 04:53:00 PM,Municipality,W DEER PARK RD,SUNNYSIDE CT,,GAITHERSBURG,,OTHER,CLEAR,DRY,DAYLIGHT,NO CONTROLS,NONE DETECTED,,5EBE9EB6-7DF6-48D2-8928-93BCC52498E4,No,NO APPARENT INJURY,,NOT DISTRACTED,MD,F5E397DC-1A93-4185-8E96-60DB33A8B596,FUNCTIONAL,EIGHT OCLOCK,PASSENGER CAR,MAKING U TURN,North,25,No,No,2010,JEEP,WRANGLER,39.13233333,-77.20232333,"(39.13233333, -77.20232333)",2010
MCP2617005K,180012834,Montgomery County Police,Injury Crash,03/14/2018 01:40:00 PM,County,BEL PRE RD,PARKER FARM WAY,,,,SAME DIRECTION SIDESWIPE,CLOUDY,DRY,DAYLIGHT,NO CONTROLS,NONE DETECTED,,B6F18F18-2C24-4C12-BD17-E70AFDCACC1C,Yes,NO APPARENT INJURY,,UNKNOWN,MD,7E3EA295-321C-4304-ABE7-A47BA7F5D7FB,FUNCTIONAL,TWELVE OCLOCK,PASSENGER CAR,ACCELERATING,South,35,No,No,2016,RAM,VAN,39.09015,-77.04765167,"(39.09015, -77.04765167)",2015
MCP3031005G,240020199,MONTGOMERY,Injury Crash,04/30/2024 05:25:00 PM,County Route,THOMPSON RD,SPENCERVILLE RD,,,,Front to Rear,Clear,Dry,Daylight,No Controls,"Not Suspect of Alcohol Use, Not Suspect of Drug Use",,30EEF104-84A6-404E-9855-1AD713BE0E8D,No,No Apparent Injury,,Not Distracted,MD,57C4E36A-CADD-4115-A5D1-EE6BF57B6C03,Functional,Six O Clock,Passenger Car,Stopped in Traffic,,30,No,No,2023,HONDA,CR-V,39.11723942,-76.96941151,"(39.11723942, -76.96941151)",2020
MCP3227006D,250018016,MONTGOMERY,Property Damage Crash,04/25/2025 04:42:00 PM,Maryland (State) Route,NEW HAMPSHIRE AVE (SB/L),,,,,"Sideswipe, Same Direction",Clear,Dry,Daylight,No Controls,"Not Suspect of Alcohol Use, Not Suspect of Drug Use",,E148A46A-FF26-44D5-B9F5-8A9C26E97484,Yes,No Apparent Injury,,Unknown,MD,E48DF499-CBB5-473B-851B-1D479283E844,Functional,One O Clock,Van - Passenger (&lt;9 Seats),Changing Lanes,Southbound,35,No,No,2012,CHEVROLET,EXPRESS,39.02325289,-76.97840134,"(39.02325289, -76.97840134)",2010
MCP2751000K,15003766,Montgomery County Police,Property Damage Crash,01/23/2015 03:54:00 PM,County,BEL PRE RD,CONNECTICUT AVE,,,,OTHER,CLOUDY,DRY,DAYLIGHT,,NONE DETECTED,,18884B2C-5175-4A31-8624-DAF8B7571C04,Yes,NO APPARENT INJURY,,LOOKED BUT DID NOT SEE,MD,BA312482-9E07-4B47-8C43-E642B5B7A679,SUPERFICIAL,SIX OCLOCK,SCHOOL BUS,BACKING,North,25,No,No,2012,THOMAS,CONV-MSDE-C-8,39.09133322,-77.06660271,"(39.09133322, -77.06660271)",2010
MCP93180032,230051353,Montgomery County Police,Property Damage Crash,08/25/2023 06:46:00 PM,,,,SIDEWALK/DRIVEWAY OF 10753 COLUMBIA PIKE,,OTHER,SINGLE VEHICLE,CLEAR,,DAYLIGHT,,UNKNOWN,NONE DETECTED,5BB95774-56BF-4347-9D71-47A419C658A0,Unknown,NO APPARENT INJURY,,UNKNOWN,,AF9D8151-9F87-4942-941B-BA148DE70C75,UNKNOWN,TWELVE OCLOCK,(SPORT) UTILITY VEHICLE,STARTING FROM PARKED,West,5,No,No,2023,TOYOTA,HIGHLANDER,39.03193298,-77.00392855,"(39.03193298, -77.00392855)",2020
MCP2962005H,210005458,Montgomery County Police,Property Damage Crash,02/11/2021 02:12:00 PM,Maryland (State),GERMANTOWN RD,RICHTER FARM RD,,,,STRAIGHT MOVEMENT ANGLE,CLOUDY,WET,DAYLIGHT,TRAFFIC SIGNAL,NONE DETECTED,,DB5C2D27-8C44-4278-A6F2-3ED458B2668C,No,NO APPARENT INJURY,"N/A, WET",NOT DISTRACTED,MD,1AACF646-B908-44D5-96ED-5B0D28357EB7,DISABLING,ONE OCLOCK,PASSENGER CAR,MOVING CONSTANT SPEED,West,40,No,No,2012,HOND,4S,39.15407167,-77.287435,"(39.15407167, -77.287435)",2010
MCP1168000H,16005635,Montgomery County Police,Property Damage Crash,02/03/2016 09:51:00 AM,Maryland (State),GEORGIA AVE,GREGG RD,,,,SINGLE VEHICLE,FOGGY,WET,DAYLIGHT,NO CONTROLS,NONE DETECTED,,76AD319D-B594-4BB9-990E-1D350CA273DB,Yes,NO APPARENT INJURY,"ICY OR SNOW-COVERED, SLEET, HAIL, FREEZ. RAIN, WET",NOT DISTRACTED,MD,FACECFEA-D3FF-4494-A75A-0EEC2682A3DF,DISABLING,NON-COLLISION,VAN,MOVING CONSTANT SPEED,North,40,No,No,1996,FORD,VAN,39.19813667,-77.06665667,"(39.19813667, -77.06665667)",1995
