Report Number,Local Case Number,Agency Name,ACRS Report Type,Crash Date/Time,Route Type,Road Name,Cross-Street Name,Off-Road Description,Municipality,Related Non-Motorist,Collision Type,Weather,Surface Condition,Light,Traffic Control,Driver Substance Abuse,Non-Motorist Substance Abuse,Person ID,Driver At Fault,Injury Severity,Circumstance,Driver Distracted By,Drivers License State,Vehicle ID,Vehicle Damage Extent,Vehicle First Impact Location,Vehicle Body Type,Vehicle Movement,Vehicle Going Dir,Speed Limit,Driverless Vehicle,Parked Vehicle,Vehicle Year,Vehicle Make,Vehicle Model,Latitude,Longitude,Location
MCP2930002T,230005921,Montgomery County Police,Property Damage Crash,02/05/2023 06:01:00 PM,Maryland (State),GEORGIA AVE,RANDOLPH RD,,,,SAME DIRECTION SIDESWIPE,CLEAR,DRY,DARK LIGHTS ON,TRAFFIC SIGNAL,NONE DETECTED,,13B2A0D2-315E-4852-B679-499D27456132,Yes,NO APPARENT INJURY,,UNKNOWN,MD,2C7A720E-C90B-4B46-81BE-A40FCA45C05C,FUNCTIONAL,TWELVE OCLOCK,PASSENGER CAR,ACCELERATING,North,35,No,No,2013,DODG,SD,39.05803167,-77.04904,"(39.05803167, -77.04904)"
MCP2840000W,16035159,Montgomery County Police,Injury Crash,07/11/2016 07:00:00 PM,County,CHERRY HILL RD,BROADBIRCH DR,,,,STRAIGHT MOVEMENT ANGLE,CLEAR,DRY,DAYLIGHT,,NONE DETECTED,,E63BBA54-77EC-4B58-B7E3-BFFE36213B29,No,NO APPARENT INJURY,,NOT DISTRACTED,MD,77341594-3D57-4DAE-AC7F-A7BBDD98F2E9,SUPERFICIAL,ONE OCLOCK,PASSENGER CAR,MOVING CONSTANT SPEED,South,35,No,No,2015,FORD,4S,39.07231833,-76.93780833,"(39.07231833, -76.93780833)"
MCP137800VR,200047540,Montgomery County Police,Property Damage Crash,12/02/2020 05:03:00 PM,County,SHADY GROVE RD,EPSILON DR,,,,STRAIGHT MOVEMENT ANGLE,CLEAR,DRY,DARK LIGHTS ON,TRAFFIC SIGNAL,NONE DETECTED,,2F52B4E9-6C89-4954-AC13-074049D6268F,Yes,NO APPARENT INJURY,,NOT DISTRACTED,MD,F40AE8D8-2DA4-4D12-8C30-864EC79394F3,DISABLING,FOUR OCLOCK,PASSENGER CAR,MAKING LEFT TURN,West,45,No,No,2015,DODGE,DART,39.13820833,-77.15353833,"(39.13820833, -77.15353833)"
MCP2358000R,15010740,Montgomery County Police,Injury Crash,03/08/2015 03:27:00 PM,Maryland (State),OLD GEORGETOWN RD,CAPITAL BELTWAY,,,,STRAIGHT MOVEMENT ANGLE,CLEAR,DRY,DAYLIGHT,TRAFFIC SIGNAL,NONE DETECTED,,C892214C-C64B-4F47-B5BA-70A074EB3099,No,SUSPECTED MINOR INJURY,,NOT DISTRACTED,MD,6AEC6162-2AED-422C-AD4B-F007A8D8B35A,DESTROYED,TWELVE OCLOCK,PASSENGER CAR,MOVING CONSTANT SPEED,South,35,No,No,2008,HONDA,4 DOOR,39.01643,-77.119898,"(39.01643, -77.119898)"
MCP2592000C,15047517,MONTGOMERY,Injury Crash,09/19/2015 10:53:00 AM,County,LOST KNIFE RD,MONTGOMERY VILLAGE AVE,,,,SAME DIR REAR END,CLEAR,DRY,DAYLIGHT,,NONE DETECTED,,4DFF0E8B-034D-4208-9B81-F54F777530FB,No,POSSIBLE INJURY,,NOT DISTRACTED,MD,F269DB0E-9E4A-4897-BA57-F950C73075D1,DISABLING,SIX OCLOCK,VAN,STOPPED IN TRAFFIC LANE,North,35,No,No,2005,DODG,VN,39.15757,-77.203745,"(39.15757, -77.203745)"
MCP2008005Q,180061022,Montgomery County Police,Injury Crash,12/06/2018 02:32:00 PM,Maryland (State),ROCKVILLE PIKE,SOUTH DR,,,,SAME DIR REAR END,CLOUDY,DRY,DAYLIGHT,TRAFFIC SIGNAL,NONE DETECTED,,E320478F-9659-4C89-850B-8A320E3166A7,Yes,NO APPARENT INJURY,,NOT DISTRACTED,MD,CC9C1CE9-A0CC-40A6-9BC9-5BD325578C72,SUPERFICIAL,TWELVE OCLOCK,PASSENGER CAR,SLOWING OR STOPPING,North,35,No,No,2010,HOND,4S,38.99981833,-77.09786833,"(38.99981833, -77.09786833)"
MCP3307002D,240035681,MONTGOMERY,Injury Crash,07/29/2024 10:00:00 AM,,,,Parking Lot Way        IN THE PARKING LOT OF 13519 GEORGIA AVE APT COMPLEX,,,Front to Rear,Clear,,Daylight,,"Not Suspect of Alcohol Use, Not Suspect of Drug Use",,823B3E50-BB5D-44C0-A79F-6EA805A4F294,No,No Apparent Injury,"Followed Too Closely, Other Improper Action",Unknown,MD,6DEB3258-20CB-49A1-9E7C-16819E3519AA,Functional,Twelve O Clock,Passenger Car,Accelerating,Westbound,0,No,No,2010,LEXUS,RX,39.07924517,-77.07149367,"(39.07924517, -77.07149367)"
MCP29520035,17011484,Montgomery County Police,Property Damage Crash,03/04/2017 11:04:00 AM,County,WAYNE AVE,DIXON AVE,,,,SAME DIRECTION SIDESWIPE,CLEAR,DRY,DAYLIGHT,TRAFFIC SIGNAL,NONE DETECTED,,678EBA00-95DE-41A6-8A65-9022D37DFD26,Yes,NO APPARENT INJURY,,NOT DISTRACTED,MD,48B389C7-0939-4594-B05F-25EAE6B75F4A,FUNCTIONAL,ELEVEN OCLOCK,OTHER,CHANGING LANES,West,30,No,No,1993,GM,POSTAL TRUCK,38.994405,-77.02829,"(38.994405, -77.02829)"
MCP0036003L,16003502,Montgomery County Police,Injury Crash,01/19/2016 06:15:00 PM,Maryland (State),GERMANTOWN RD,DAWSON FARM RD,,,,SAME DIR REAR END,CLEAR,DRY,DARK LIGHTS ON,NO CONTROLS,NONE DETECTED,,98A7E16A-16D4-4B8E-B03D-0AF1FF102ACB,No,POSSIBLE INJURY,,NOT DISTRACTED,MD,685BC467-DE70-4661-B62B-D58AF837E352,DISABLING,SIX OCLOCK,PASSENGER CAR,STOPPED IN TRAFFIC LANE,North,40,No,No,1998,TOYOTA,4S,39.17196,-77.27647167,"(39.17196, -77.27647167)"
DD5631005K,240028854,ROCKVILLE,Property Damage Crash,06/17/2024 06:30:00 PM,Maryland (State) Route,FREDERICK RD (SB/L),WATKINS POND BLVD (EB/L),,,,Angle,Clear,Dry,Daylight,Traffic Control Signal,"Not Suspect of Alcohol Use, Not Suspect of Drug Use",,968645D9-0AD9-470F-8F3E-B3006120B44E,No,No Apparent Injury,"Operated Motor Vehicle in Inattentive, Careless, Negligent, or Erratic Manner, Ran Red Light",Unknown,MD,25D0D4DB-8557-46EE-AA10-54210E6BD679,Disabling,Nine O Clock,Passenger Car,Accelerating,Eastbound,40,No,No,2015,NISSAN,ROGUE,39.1121525,-77.16208883,"(39.1121525, -77.16208883)"
MCP2832005X,200034999,Montgomery County Police,Property Damage Crash,09/07/2020 09:05:00 AM,Maryland (State),WISCONSIN AVE,CHASE AVE,,,,SAME DIR REAR END,CLEAR,DRY,DAYLIGHT,OTHER,NONE DETECTED,,036794B8-B5CD-4834-8900-A0563D29B5E6,No,NO APPARENT INJURY,,NOT DISTRACTED,MD,F2016C29-7C40-4E09-8B5F-B179D5BA9F84,FUNCTIONAL,SEVEN OCLOCK,PASSENGER CAR,STOPPED IN TRAFFIC LANE,South,35,No,No,2015,HONDA,ACCORD,38.98984,-77.09495667,"(38.98984, -77.09495667)"
MCP229800HK,180007411,Montgomery County Police,Property Damage Crash,02/12/2018 06:35:00 PM,,LITTLE SENCEA PWK,NEWCUT ROAD,,,,STRAIGHT MOVEMENT ANGLE,CLEAR,DRY,DARK LIGHTS ON,FLASHING TRAFFIC SIGNAL,ALCOHOL PRESENT,,A96DEE6D-60A4-45BD-B655-C1CE9FC6E79E,Yes,NO APPARENT INJURY,,INATTENTIVE OR LOST IN THOUGHT,MD,424CBA6F-DF80-482C-BE8A-579A1737FB70,FUNCTIONAL,TWELVE OCLOCK,(SPORT) UTILITY VEHICLE,MOVING CONSTANT SPEED,East,40,No,No,2017,NISSAN,ROGUE,39.22831333,-77.25033,"(39.22831333, -77.25033)"
MCP3165000S,180060126,Montgomery County Police,Injury Crash,12/01/2018 06:48:00 AM,US (State),COLUMBIA PIKE,GREENCASTLE RD,,,,SAME DIR REAR END,RAINING,WET,DARK LIGHTS ON,TRAFFIC SIGNAL,,,5EEFBE06-9C19-48ED-98FB-552C13BB2704,No,NO APPARENT INJURY,"N/A, WET",NOT DISTRACTED,MD,6E236382-A025-4D81-93F3-4628BC6567D5,SUPERFICIAL,TWELVE OCLOCK,PASSENGER CAR,STOPPED IN TRAFFIC LANE,South,55,No,No,2016,VOLVO,XC90,39.09939746,-76.9358853,"(39.09939746, -76.9358853)"
MCP2698001V,16059751,Montgomery County Police,Property Damage Crash,11/20/2016 01:46:00 PM,County,BRIGGS RD,LAYHILL RD,,,,ANGLE MEETS LEFT HEAD ON,CLEAR,DRY,DAYLIGHT,TRAFFIC SIGNAL,NONE DETECTED,,1B309453-5683-4F15-964E-9DD5EFA57230,No,NO APPARENT INJURY,,UNKNOWN,MD,373F1A53-E540-45BF-AA19-CB29DCC159DF,SUPERFICIAL,TWELVE OCLOCK,"MEDIUM/HEAVY TRUCKS 3 AXLES (OVER 10,000LBS (4,536KG))",STOPPED IN TRAFFIC LANE,West,30,No,No,2015,ERL,TRUCK,39.06908,-77.04533167,"(39.06908, -77.04533167)"
MCP27070013,170528843,Montgomery County Police,Property Damage Crash,09/05/2017 05:22:00 PM,Maryland (State),WOODFIELD RD,ROSEWOOD MANOR LA,,,,SAME DIR REAR END,RAINING,WET,DAYLIGHT,NO CONTROLS,NONE DETECTED,,72D475FB-6271-42AD-8587-4F68F6B66778,No,NO APPARENT INJURY,"RAIN, SNOW, WET",NOT DISTRACTED,MD,AE118A84-A016-45A8-B2E5-B3398CDA4DEE,FUNCTIONAL,SIX OCLOCK,(SPORT) UTILITY VEHICLE,SLOWING OR STOPPING,North,40,No,No,2009,TOYOTA,RAV4,39.189555,-77.15158167,"(39.189555, -77.15158167)"
MCP291700FD,250049870,MONTGOMERY,Property Damage Crash,11/06/2025 02:08:00 PM,County Route,PENDLETON DR,,,,,"Sideswipe, Same Direction",Clear,Dry,Daylight,No Controls,"Not Suspect of Alcohol Use, Not Suspect of Drug Use",,B20A8011-DF65-4249-B085-0483A654264F,Yes,No Apparent Injury,,Not Distracted,MD,E1616150-00E9-4FEB-8C9D-8CBC4A787307,Disabling,Eight O Clock,Passenger Car,Changing Lanes,Northbound,40,No,No,2016,KIA,OPTIMA,39.04682174,-77.06742578,"(39.04682174, -77.06742578)"
MCP1235004T,230026559,Montgomery County Police,Injury Crash,06/02/2023 06:47:00 PM,Maryland (State),UNIVERSITY BLVD W,CROSSOVER,,,PEDESTRIAN,OTHER,CLEAR,DRY,DAYLIGHT,NO CONTROLS,NONE DETECTED,NONE DETECTED,353D8C7E-FA4D-4950-8EF4-AC728078D58A,No,NO APPARENT INJURY,,NOT DISTRACTED,MD,C3B4C3CA-1E79-4DA6-8A65-A4261A3F2FA3,NO DAMAGE,TWELVE OCLOCK,PASSENGER CAR,SLOWING OR STOPPING,West,40,No,No,2015,KIA,OPTIMA,39.02295639,-77.01686302,"(39.02295639, -77.01686302)"
MCP31780009,190012791,Montgomery County Police,Property Damage Crash,03/20/2019 06:55:00 AM,Maryland (State),LAYHILL RD,MIDDLEBRIDGE DR,,,,STRAIGHT MOVEMENT ANGLE,,DRY,DARK NO LIGHTS,NO CONTROLS,NONE DETECTED,,0F2BDD91-012A-4CFF-8EA7-DFCB5CD1360C,No,NO APPARENT INJURY,,NOT DISTRACTED,MD,FAA446FA-8C8E-40F4-AD99-19B3673A6364,DISABLING,TWELVE OCLOCK,PASSENGER CAR,MOVING CONSTANT SPEED,South,40,No,No,2003,CADILLAC,CTS,39.07262333,-77.04547167,"(39.07262333, -77.04547167)"
MCP15190025,170517771,Montgomery County Police,Injury Crash,07/07/2017 09:04:00 AM,Maryland (State),CLOPPER RD,KINGSVIEW VILLAGE AVE,,,,SAME DIR REAR END,RAINING,WET,DAYLIGHT,,NONE DETECTED,,62B00527-4A00-4D52-9655-21DD4BF3194F,No,SUSPECTED MINOR INJURY,"N/A, RAIN, SNOW",NOT DISTRACTED,MD,AA4A42D1-1BAE-42C2-8621-2EF76B480C5B,FUNCTIONAL,SIX OCLOCK,PASSENGER CAR,STOPPED IN TRAFFIC LANE,South,30,No,No,2009,HOND,4S,39.16045274,-77.27866888,"(39.16045274, -77.27866888)"
MCP2973000N,15048402,MONTGOMERY,Injury Crash,09/24/2015 09:55:00 AM,,,,PARKING LOT OF WEST EXIT OF MCDONALDS AT 13701 CONNECTICUT AVENUE IN ASPEN HILL SHOPPING CENTER,,PEDESTRIAN,STRAIGHT MOVEMENT ANGLE,CLEAR,,DAYLIGHT,NO CONTROLS,NONE DETECTED,NONE DETECTED,3F74E3F2-FD6F-44BA-9B4D-0AEA7D2AAD27,Yes,NO APPARENT INJURY,,LOOKED BUT DID NOT SEE,MD,A519C922-0048-40C2-B010-5E5D9D96851E,NO DAMAGE,TWELVE OCLOCK,PASSENGER CAR,MOVING CONSTANT SPEED,South,5,No,No,2004,CHEVY,TK,39.07869155,-77.08052069,"(39.07869155, -77.08052069)"
MCP1221001B,15046149,MONTGOMERY,Injury Crash,09/14/2015 10:18:00 AM,County,SHADY GROVE RD,FREDERICK RD,,,,STRAIGHT MOVEMENT ANGLE,CLEAR,DRY,DAYLIGHT,TRAFFIC SIGNAL,NONE DETECTED,,25E4FA68-8B13-40A7-9E87-1BDB92231DC5,No,SUSPECTED MINOR INJURY,,NOT DISTRACTED,PA,16DFE1C4-CC70-4E97-AA1E-2748891F106B,DISABLING,TWELVE OCLOCK,PASSENGER CAR,MOVING CONSTANT SPEED,North,45,No,No,2001,CADI,SDN,39.12284167,-77.179015,"(39.12284167, -77.179015)"
MCP1310000F,240020870,MONTGOMERY,Property Damage Crash,04/12/2024 03:50:00 PM,County Route,PARKLAND DR,,,,,Angle,Clear,Dry,Daylight,No Controls,"Not Suspect of Alcohol Use, Not Suspect of Drug Use",,420B50F2-E11E-4208-B765-269FD28E1E59,No,No Apparent Injury,,Not Distracted,MD,270F11E1-1DC5-4F1D-996D-2C0D3EB2F878,Superficial,Eight O Clock,Sport Utility Vehicle,Stopped in Traffic,Southbound,25,No,,1999,CHEVROLET,SUBURBAN,39.0687542,-77.0886634,"(39.0687542, -77.0886634)"
MCP2594001J,16023382,Montgomery County Police,Injury Crash,05/11/2016 02:36:00 PM,County,OLD BALTIMORE RD,BRIMSTONE ACADEMY DR,,,,UNKNOWN,RAINING,WET,DAYLIGHT,NO CONTROLS,NONE DETECTED,,A719097B-22CD-4CE5-B85C-9D62F4F28767,Unknown,NO APPARENT INJURY,"RAIN, SNOW, WET",UNKNOWN,MD,530E8DA9-CF9F-4B6C-8580-B0DD11FE3D4D,NO DAMAGE,UNKNOWN,PASSENGER CAR,MOVING CONSTANT SPEED,West,30,No,No,1996,LEXU,ES300,39.14537833,-77.05335833,"(39.14537833, -77.05335833)"
MCP3057001M,190024926,Montgomery County Police,Property Damage Crash,05/25/2019 12:57:00 PM,County,FATHER HURLEY BLVD,CRYSTAL ROCK DR,,,,SAME DIR REAR END,CLEAR,DRY,DAYLIGHT,,NONE DETECTED,,C18C1660-C3EE-4751-85D1-5198142FBF03,Yes,NO APPARENT INJURY,,NOT DISTRACTED,MD,2EAFE1C6-EB9D-46F4-9FE7-D7DD1A360836,SUPERFICIAL,TWELVE OCLOCK,PASSENGER CAR,MOVING CONSTANT SPEED,East,35,No,No,2013,TOYOTA,CAMRY,39.20220833,-77.25741167,"(39.20220833, -77.25741167)"
MCP3348001S,230070332,Montgomery County Police,Property Damage Crash,12/07/2023 08:14:00 AM,Maryland (State),NORBECK RD,HANNANS WAY,,,,SAME DIR REAR END,CLOUDY,DRY,DAYLIGHT,,NONE DETECTED,,43D662A8-82FC-44FE-A393-AB324F2BEBFE,Yes,NO APPARENT INJURY,,NOT DISTRACTED,MD,07D81435-5DCF-4814-AD6D-EC4DC8701486,DISABLING,TWELVE OCLOCK,PASSENGER CAR,SLOWING OR STOPPING,West,30,No,No,2012,TOYT,4S,39.10518333,-77.08608,"(39.10518333, -77.08608)"
MCP2812004L,190009029,Montgomery County Police,Property Damage Crash,02/25/2019 04:10:00 PM,,,,PARKING LOT OF 9440 GEORGIA AVENUE,,,OTHER,CLEAR,,DAYLIGHT,NO CONTROLS,,,59FC2FBB-9585-47D6-AC6C-C27E789F0F82,Yes,NO APPARENT INJURY,,UNKNOWN,,E2A57FA3-C318-45F1-9A3F-0568FE2172F2,UNKNOWN,UNKNOWN,,PARKING,Unknown,15,No,No,0,UNKNOWN,UNKNOWN,39.01015826,-77.04161348,"(39.01015826, -77.04161348)"
MCP30420034,210025929,Montgomery County Police,Property Damage Crash,07/06/2021 12:50:00 PM,,,,PARKING LOT OF 2900 UNIVERSITY BLVD W,,,SAME DIRECTION SIDESWIPE,CLEAR,,DAYLIGHT,NO CONTROLS,NONE DETECTED,,79165EA9-3341-4F94-8C89-E8037C773BD2,No,NO APPARENT INJURY,,NOT DISTRACTED,MD,A833FD4D-A1E3-477F-B7B1-735B1F25496C,SUPERFICIAL,ONE OCLOCK,SCHOOL BUS,PARKED,,10,No,Yes,2019,THOMAS,CONV-MSDE-C-8,39.03814333,-77.05775667,"(39.03814333, -77.05775667)"
MCP3258000Z,210016658,Montgomery County Police,Injury Crash,05/04/2021 07:10:00 AM,Maryland (State),CONNECTICUT AVE,GREENLY ST,,,,STRAIGHT MOVEMENT ANGLE,CLEAR,WET,DAYLIGHT,STOP SIGN,NONE DETECTED,,47BA53E4-84ED-47A9-BFBE-4D940172C28E,Yes,POSSIBLE INJURY,"N/A, WET",NOT DISTRACTED,XX,DF8AF4C4-4FFA-4FB5-9951-D79721DDB047,FUNCTIONAL,ELEVEN OCLOCK,PASSENGER CAR,MAKING LEFT TURN,East,10,No,No,2012,VOLKSWAGON,JETTA,39.060785,-77.07337667,"(39.060785, -77.07337667)"
MCP2946006L,240009484,MONTGOMERY,Property Damage Crash,02/27/2024 09:51:00 AM,County Route,GUE RD,,,,,"Sideswipe, Opposite Direction",Clear,Dry,Daylight,No Controls,"Not Suspect of Alcohol Use, Not Suspect of Drug Use",,F4F41A99-3C57-453B-A296-1CDD173B318C,No,No Apparent Injury,,Not Distracted,MD,D7D0CF1D-ABB6-487D-94AA-040FE6B28A31,Disabling,Eleven O Clock,Passenger Car,Moving Constant Speed,Westbound,25,No,No,2021,SUBARU,CROSSTREK,39.3013835,-77.17620533,"(39.3013835, -77.17620533)"
MCP2094005G,15049899,MONTGOMERY,Injury Crash,10/02/2015 07:58:00 AM,Maryland (State),ROCKVILLE PIKE,STRATHMORE AVE,,,PEDESTRIAN,OTHER,RAINING,WET,DARK LIGHTS ON,TRAFFIC SIGNAL,NONE DETECTED,NONE DETECTED,D40E80FE-B64C-4B0F-BDE9-B315D7B91C21,Yes,NO APPARENT INJURY,"RAIN, SNOW, WET",LOOKED BUT DID NOT SEE,MD,7083F1FB-33B2-410C-9790-D822538A4A2F,SUPERFICIAL,TWELVE OCLOCK,PASSENGER CAR,MAKING LEFT TURN,South,40,No,No,2005,TOYOTA,PRIUS,39.03480667,-77.10679,"(39.03480667, -77.10679)"
MCP1099002Y,190059484,Montgomery County Police,Property Damage Crash,12/10/2019 12:44:00 PM,Maryland (State),MUNCASTER MILL RD,SHADY GROVE RD,,,,SAME DIRECTION SIDESWIPE,RAINING,WET,DAYLIGHT,TRAFFIC SIGNAL,,,967E9BA0-B2D2-4B56-86B7-91EDBBB5DFE1,Yes,NO APPARENT INJURY,,LOOKED BUT DID NOT SEE,MA,DFA02CC3-76E6-4273-84B8-C37D9D483431,SUPERFICIAL,TWO OCLOCK,PASSENGER CAR,CHANGING LANES,West,35,No,No,2004,JEEP,TK,39.14870824,-77.14671971,"(39.14870824, -77.14671971)"
MCP2866006Y,210017884,Montgomery County Police,Property Damage Crash,05/12/2021 03:30:00 PM,Maryland (State),CONNECTICUT AVE,CLUB DR,,,,STRAIGHT MOVEMENT ANGLE,CLEAR,DRY,DAYLIGHT,NO CONTROLS,NONE DETECTED,,2E527ED5-B46A-421B-B4E3-BCAC1AF803D8,Yes,NO APPARENT INJURY,,LOOKED BUT DID NOT SEE,MD,E550E5F1-BC15-4A02-A858-AB8A2F3C4F3E,DISABLING,TWELVE OCLOCK,PASSENGER CAR,MAKING LEFT TURN,South,25,No,No,2016,TOYOTA,AVALON,38.98906867,-77.077081,"(38.98906867, -77.077081)"
MCP9301000N,15054474,MONTGOMERY,Property Damage Crash,10/27/2015 09:39:00 AM,Maryland (State),CLOPPER RD,FIRSTFIELD RD,,GAITHERSBURG,,SAME DIR REAR END,CLEAR,DRY,DAYLIGHT,TRAFFIC SIGNAL,NONE DETECTED,,A63CD8B4-B2FF-4EE8-901F-06368C841FE5,Yes,NO APPARENT INJURY,,LOOKED BUT DID NOT SEE,MD,4D3C407D-675D-4F97-BA3B-700F8E2B463C,DISABLING,FOUR OCLOCK,PASSENGER CAR,CHANGING LANES,North,35,No,No,2003,CHEV,SUBURBAN,39.20994833,-77.23978833,"(39.20994833, -77.23978833)"
MCP25130001,15024062,Montgomery County Police,Property Damage Crash,05/19/2015 06:53:00 PM,US (State),COLESVILLE RD,SLIGO CREEK PKWY,,,,STRAIGHT MOVEMENT ANGLE,CLEAR,DRY,DAYLIGHT,TRAFFIC SIGNAL,,,08B28D51-9FAD-4655-8EA4-1A90B84C0D86,No,NO APPARENT INJURY,,NOT DISTRACTED,MD,06C7B4DE-116C-42C5-AA4B-9C543D2A1009,SUPERFICIAL,TWELVE OCLOCK,(SPORT) UTILITY VEHICLE,STARTING FROM LANE,East,35,No,No,2002,HYUN,SANTE FE,39.00751167,-77.02052167,"(39.00751167, -77.02052167)"
DD55020028,16019604,Rockville Police Departme,Injury Crash,04/21/2016 12:29:00 PM,Maryland (State),FIRST ST,ROCKVILLE PIKE,,,,SAME DIR REAR END,CLEAR,DRY,DAYLIGHT,TRAFFIC SIGNAL,NONE DETECTED,,C5B4F417-8414-4547-AC31-3CE5CFAA9266,No,NO APPARENT INJURY,,NOT DISTRACTED,MD,E910C435-D84E-4CC9-A7FD-B2EC723DF30A,FUNCTIONAL,SIX OCLOCK,"CARGO VAN/LIGHT TRUCK 2 AXLES (OVER 10,000LBS (4,536 KG))",STOPPED IN TRAFFIC LANE,West,35,No,No,2002,FORD,TK,39.077475,-77.13972167,"(39.077475, -77.13972167)"
MCP3350001S,230062679,Montgomery County Police,Property Damage Crash,10/26/2023 12:21:00 PM,Maryland (State),ROCKVILLE PIKE,EDSON LA,,,,STRAIGHT MOVEMENT ANGLE,CLEAR,DRY,DAYLIGHT,TRAFFIC SIGNAL,NONE DETECTED,,2D2FAC28-6DDC-4A1B-AE29-8876E248031C,Yes,NO APPARENT INJURY,,LOOKED BUT DID NOT SEE,MD,56EBC81F-8272-4BF9-9EA7-F74ED3A60C9B,DISABLING,FIVE OCLOCK,(SPORT) UTILITY VEHICLE,MOVING CONSTANT SPEED,South,40,No,No,2022,FORD,ECO SPORT,39.04024167,-77.10962667,"(39.04024167, -77.10962667)"
MCP2181003R,200050123,Montgomery County Police,Property Damage Crash,12/21/2020 09:18:00 AM,Maryland (State),RIDGE RD,OAK DR,,,,SAME DIR REAR END,FOGGY,WET,DAYLIGHT,TRAFFIC SIGNAL,,,94C0F750-9A94-4098-B831-51DDB2261F01,Yes,NO APPARENT INJURY,"V WIPERS|W OTHER ENVIRONMENTAL, WET",LOOKED BUT DID NOT SEE,MD,DB0FAE81-6DDF-4B20-A5D1-785DB5D5F5ED,DISABLING,TWELVE OCLOCK,PASSENGER CAR,MOVING CONSTANT SPEED,South,40,No,No,2001,SATURN,4D,39.27563167,-77.21452667,"(39.27563167, -77.21452667)"
MCP3325003N,240043997,MONTGOMERY,Property Damage Crash,09/15/2024 08:49:00 PM,Maryland (State) Route,OLD COLUMBIA PIKE,,,,,Angle,Clear,Dry,Dark - Lighted,No Controls,"Not Suspect of Alcohol Use, Not Suspect of Drug Use",,A0B868BF-9EE8-41E0-9F40-BD898AC51213,No,No Apparent Injury,,Not Distracted,MD,5A09FBA7-7E99-447E-B3DC-F34DFA1E467D,Superficial,Four O Clock,Sport Utility Vehicle,Moving Constant Speed,,35,No,No,2018,ACURA,MDX,39.06407143,-76.96539305,"(39.06407143, -76.96539305)"
MCP3392000T,240018237,MONTGOMERY,Property Damage Crash,04/19/2024 08:28:00 AM,County Route,HATHAWAY DR,,,,,Angle,Cloudy,Dry,Daylight,No Controls,"Not Suspect of Alcohol Use, Not Suspect of Drug Use",,9E7BEB97-30E6-4A53-8D98-5FA5F06DB9A4,Yes,No Apparent Injury,,Unknown,MD,1EAC7872-E5EE-4152-BF0C-363FE35E578B,Disabling,One O Clock,Passenger Car,Slowing or Stopping,Southbound,40,No,No,2022,DODGE,CHALLENGER,39.07472793,-77.04587512,"(39.07472793, -77.04587512)"
MCP2369000N,16009396,MONTGOMERY,Property Damage Crash,02/25/2016 10:32:00 AM,,,,PARKING LOT OF 11466 CHERRY HILL ROAD,,,OTHER,CLEAR,,DAYLIGHT,,NONE DETECTED,,80EB1E3B-560C-4697-9043-45CDEFD7D6A3,Yes,NO APPARENT INJURY,,LOOKED BUT DID NOT SEE,MD,ECB8827A-2A11-478C-B101-C5CA0ED51767,FUNCTIONAL,SEVEN OCLOCK,VAN,BACKING,West,10,No,No,2007,HOND,ODESSEY,39.044895,-76.95282667,"(39.044895, -76.95282667)"
MCP26560056,210023399,Montgomery County Police,Injury Crash,06/18/2021 06:50:00 PM,County,KINGS CROSSING BLVD,RICHTER FARM RD,,,,STRAIGHT MOVEMENT ANGLE,CLEAR,DRY,DAYLIGHT,,,,6B6D14F2-624C-49DF-8CD2-8B21AA8AF049,Yes,POSSIBLE INJURY,,LOOKED BUT DID NOT SEE,MD,7E5E0DB7-F853-4070-A5A3-BC31308CF361,DISABLING,TWELVE OCLOCK,PASSENGER CAR,MOVING CONSTANT SPEED,West,20,No,No,2014,VOLKSWAGON,GLI,39.1644,-77.29634167,"(39.1644, -77.29634167)"
MCP3051006N,230025099,Montgomery County Police,Property Damage Crash,05/25/2023 02:35:00 PM,Maryland (State),RIVER RD,ROYAL DOMINION DR,,,,SAME DIR REAR END,CLEAR,DRY,DAYLIGHT,TRAFFIC SIGNAL,NONE DETECTED,,4E89DD1E-BBF2-4677-8FA7-73F3C0967B57,No,NO APPARENT INJURY,,NOT DISTRACTED,VA,F837A7B9-F171-4FE9-816E-EDB6DD36E7B2,SUPERFICIAL,SIX OCLOCK,(SPORT) UTILITY VEHICLE,STOPPED IN TRAFFIC LANE,West,35,No,No,2007,HONDA,PILOT,38.98927333,-77.14955167,"(38.98927333, -77.14955167)"
MCP2286005L,230061090,Montgomery County Police,Injury Crash,10/17/2023 03:40:00 PM,Maryland (State),FREDERICK RD,SHADY GROVE RD,,,,SAME DIR REAR END,CLEAR,DRY,DAYLIGHT,TRAFFIC SIGNAL,NONE DETECTED,,AFF8A0E8-2888-4F69-BA51-7300B5CCD0AF,No,POSSIBLE INJURY,,NOT DISTRACTED,MD,6A728FED-D20A-40EB-AB57-9AF9CA747521,FUNCTIONAL,SIX OCLOCK,PASSENGER CAR,ACCELERATING,North,40,No,No,2022,TOYOTA,COROLLA,39.12232917,-77.17708733,"(39.12232917, -77.17708733)"
